"","acc"
"14794",1
"14795",0
"14796",0
"14797",1
"14798",1
"14799",0
"14800",1
"14801",0
"14802",1
"14803",1
"14804",1
"14805",0
"14806",0
"14807",1
"14808",0
"14809",0
"14810",0
"14811",0
"14812",0
"14813",1
"14814",1
"14815",1
"14816",1
"14817",1
"14818",1
"14819",1
"14820",1
"14821",1
"14822",1
"14823",1
"14824",0
"14825",1
"14826",1
"14827",1
"14828",0
"14829",1
"14830",1
"14831",0
"14832",0
"14833",0
"14834",1
"14835",1
"14836",1
"14837",0
"14838",1
"14839",0
"14840",0
"14841",1
"14842",1
"14843",1
"14844",0
"14845",1
"14846",1
"14847",1
"14848",1
"14849",1
"14850",0
"14851",1
"14852",1
"14853",1
"14854",1
"14855",1
"14856",1
"14857",1
"14858",0
"14859",0
"14860",0
"14861",1
"14862",0
"14863",1
"14864",0
"14865",1
"14866",1
"14867",1
"14868",0
"14869",1
"14870",1
"14871",1
"14872",1
"14873",1
"14874",0
"14875",0
"14876",0
"14877",0
"14878",0
"14879",0
"14880",0
"14881",0
"14882",1
"14883",1
"14884",0
"14885",1
"14886",1
"14887",1
"14888",0
"14889",0
"14890",0
"14891",0
"14892",0
"14893",0
"14894",1
"14895",1
"14896",1
"14897",0
"14898",0
"14899",1
"14900",0
"14901",1
"14902",0
"14903",1
"14904",1
"14905",1
"14906",0
"14907",0
"14908",1
"14909",1
"14910",1
"14911",1
"14912",1
"14913",1
"14914",0
"14915",1
"14916",0
"14917",1
"14918",0
"14919",1
"14920",1
"14921",1
"14922",0
"14923",1
"14924",1
"14925",1
"14926",0
"14927",1
"14928",1
"14929",0
"14930",0
"14931",1
"14932",0
"14933",0
"14934",0
"14935",1
"14936",1
"14937",0
"14938",0
"14939",1
"14940",1
"14941",0
"14942",0
"14943",0
"14944",0
"14945",0
"14946",1
"14947",0
"14948",0
"14949",0
"14950",1
"14951",0
"14952",0
"14953",0
"14954",1
"14955",0
"14956",0
"14957",0
"14958",0
"14959",1
"14960",0
"14961",1
"14962",1
"14963",1
"14964",0
"14965",1
"14966",1
"14967",1
"14968",1
"14969",0
"14970",0
"14971",0
"14972",1
"14973",1
"14974",0
"14975",1
"14976",0
"14977",1
"14978",0
"14979",0
"14980",1
"14981",1
"14982",1
"14983",1
"14984",1
"14985",1
"14986",0
"14987",1
"14988",1
"14989",1
"14990",1
"14991",1
"14992",1
"14993",1
"14994",1
"14995",1
"14996",1
"14997",1
"14998",0
"14999",0
"15000",1
"15001",0
"15002",1
"15003",1
"15004",1
"15005",1
"15006",1
"15007",1
"15008",1
"15009",0
"15010",1
"15011",0
"15012",1
"15013",1
"15014",1
"15015",1
"15016",1
"15017",1
"15018",1
"15019",0
"15020",1
"15021",1
"15022",1
"15023",1
"15024",1
"15025",1
"15026",1
"15027",1
"15028",1
"15029",1
"15030",1
"15031",1
"15032",0
"15033",1
"15034",0
"15035",0
"15036",1
"15037",0
"15038",1
"15039",1
"15040",1
"15041",1
"15042",1
"15043",0
"15044",0
"15045",1
"15046",0
"15047",0
"15048",1
"15049",1
"15050",1
"15051",1
"15052",1
"15053",1
"15054",1
"15055",1
"15056",0
"15057",1
"15058",1
"15059",1
"15060",0
"15061",1
"15062",1
"15063",1
"15064",1
"15065",1
"15066",1
"15067",1
"15068",1
"15069",1
"15070",1
"15071",1
"15072",1
"15073",1
"15074",1
"15075",1
"15076",1
"15077",1
"15078",1
"15079",1
"15080",1
"15081",1
"15082",1
"15083",0
"15084",0
"15085",0
"15086",1
"15087",1
"15088",1
"15089",1
"15090",1
"15091",1
"15092",1
"15093",1
"15094",1
"15095",1
"15096",1
"15097",1
"15098",1
"15099",1
"15100",1
"15101",1
"15102",1
"15103",1
"15104",1
"15105",1
"15106",1
"15107",0
"15108",1
"15109",1
"15110",0
"15111",1
"15112",1
"15113",1
"15114",1
"15115",1
"15116",1
"15117",1
"15118",1
"15119",1
"15120",1
"15121",0
"15122",1
"15123",1
"15124",1
"15125",1
"15126",1
"15127",1
"15128",1
"15129",1
"15130",1
"15131",0
"15132",1
"15133",1
"15134",1
"15135",1
"15136",1
"15137",0
"15138",1
"15139",0
"15140",1
"15141",0
"15142",1
"15143",1
"15144",1
"15145",1
"15146",1
"15147",1
"15148",1
"15149",1
"15150",1
"15151",1
"15152",1
"15153",1
"15154",1
"15155",1
"15156",1
"15157",1
"15158",1
"15159",1
"15160",1
"15161",1
"15162",1
"15163",1
"15164",1
"15165",1
"15166",1
"15167",1
"15168",1
"15169",1
"15170",1
"15171",1
"15172",1
"15173",1
"15174",1
"15175",1
"15176",1
"15177",1
"15178",1
"15179",1
"15180",1
"15181",1
"15182",1
"15183",1
"15184",1
"15185",1
"15186",1
"15187",1
"15188",1
"15189",1
"15190",1
"15191",0
"15192",1
"15193",1
"15194",1
"15195",1
"15196",1
"15197",1
"15198",0
"15199",0
"15200",0
"15201",1
"15202",0
"15203",1
"15204",1
"15205",1
"15206",1
"15207",1
"15208",1
"15209",1
"15210",0
"15211",0
"15212",1
"15213",0
"15214",1
"15215",1
"15216",1
"15217",1
"15218",1
"15219",1
"15220",1
"15221",1
"15222",1
"15223",1
"15224",1
"15225",0
"15226",1
"15227",1
"15228",1
"15229",1
"15230",1
"15231",0
"15232",0
"15233",1
"15234",1
"15235",1
"15236",1
"15237",1
"15238",1
"15239",1
"15240",1
"15241",1
"15242",0
"15243",1
"15244",0
"15245",1
"15246",1
"15247",1
"15248",1
"15249",0
"15250",0
"15251",1
"15252",1
"15253",1
"15254",1
"15255",1
"15256",0
"15257",1
"15258",0
"15259",1
"15260",1
"15261",1
"15262",0
"15263",1
"15264",1
"15265",1
"15266",1
"15267",1
"15268",1
"15269",1
"15270",1
"15271",1
"15272",1
"15273",1
"15274",1
"15275",1
"15276",0
"15277",1
"15278",1
"15279",1
"15280",1
"15281",1
"15282",1
"15283",1
"15284",1
"15285",1
"15286",1
"15287",0
"15288",1
"15289",1
"15290",1
"15291",1
"15292",1
"15293",0
"15294",1
"15295",1
"15296",0
"15297",1
"15298",0
"15299",1
"15300",1
"15301",1
"15302",1
"15303",1
"15304",0
"15305",1
"15306",1
"15307",1
"15308",1
"15309",1
"15310",1
"15311",1
"15312",1
"15313",1
"15314",1
"15315",1
"15316",1
"15317",1
"15318",1
"15319",1
"15320",1
"15321",1
"15322",1
"15323",1
"15324",1
"15325",0
"15326",1
"15327",1
"15328",1
"15329",1
"15330",1
"15331",1
"15332",1
"15333",1
"15334",0
"15335",1
"15336",1
"15337",1
"15338",0
"15339",1
"15340",1
"15341",1
"15342",1
"15343",1
"15344",1
"15345",1
"15346",1
"15347",1
"15348",1
"15349",1
"15350",1
"15351",1
"15352",1
"15353",1
"15354",1
"15355",1
"15356",0
"15357",0
"15358",1
"15359",1
"15360",1
"15361",1
"15362",1
"15363",0
"15364",1
"15365",1
"15366",1
"15367",1
"15368",1
"15369",1
"15370",1
"15371",1
"15372",1
"15373",1
"15374",1
"15375",1
"15376",1
"15377",1
"15378",1
"15379",1
"15380",1
"15381",1
"15382",1
"15383",0
"15384",1
"15385",1
"15386",1
"15387",1
"15388",1
"15389",1
"15390",1
"15391",1
"15392",1
"15393",0
"15394",1
"15395",0
"15396",1
"15397",1
"15398",1
"15399",1
"15400",1
"15401",1
"15402",1
"15403",1
"15404",0
"15405",1
"15406",1
"15407",1
"15408",1
"15409",1
"15410",1
"15411",1
"15412",1
"15413",1
"15414",1
"15415",0
"15416",1
"15417",1
"15418",1
"15419",1
"15420",1
"15421",1
"15422",0
"15423",0
"15424",1
"15425",1
"15426",0
"15427",1
"15428",1
"15429",1
"15430",1
"15431",1
"15432",1
"15433",1
"15434",1
"15435",1
"15436",1
"15437",1
"15438",1
"15439",1
"15440",0
"15441",1
"15442",1
"15443",1
"15444",1
"15445",1
"15446",1
"15447",1
"15448",0
"15449",1
"15450",1
"15451",1
"15452",1
"15453",1
"15454",1
"15455",1
"15456",1
"15457",1
"15458",1
"15459",1
"15460",1
"15461",1
"15462",1
"15463",1
"15464",1
"15465",1
"15466",1
"15467",1
"15468",1
"15469",1
"15470",1
"15471",1
"15472",1
"15473",1
"15474",0
"15475",1
"15476",1
"15477",0
"15478",1
"15479",1
"15480",1
"15481",1
"15482",1
"15483",1
"15484",1
"15485",1
"15486",1
"15487",1
"15488",1
"15489",1
"15490",1
"15491",0
"15492",1
"15493",0
"15494",1
"15495",1
"15496",1
"15497",1
"15498",1
"15499",1
"15500",1
"15501",0
"15502",1
"15503",1
"15504",1
"15505",0
"15506",1
"15507",1
"15508",1
"15509",1
"15510",1
"15511",1
"15512",0
"15513",1
"15514",0
"15515",1
"15516",1
"15517",1
"15518",1
"15519",1
"15520",1
"15521",1
"15522",1
"15523",1
"15524",1
"15525",1
"15526",1
"15527",1
"15528",0
"15529",0
"15530",0
"15531",0
"15532",1
"15533",1
"15534",1
"15535",1
"15536",1
"15537",0
"15538",1
"15539",1
"15540",1
"15541",0
"15542",1
"15543",0
"15544",0
"15545",1
"15546",1
"15547",0
"15548",0
"15549",0
"15550",1
"15551",0
"15552",0
"15553",1
"15554",1
"15555",1
"15556",1
"15557",1
"15558",1
"15559",1
"15560",1
"15561",1
"15562",1
"15563",1
"15564",1
"15565",0
"15566",0
"15567",1
"15568",1
"15569",1
"15570",1
"15571",0
"15572",0
"15573",1
"15574",1
"15575",1
"15576",1
"15577",1
"15578",0
"15579",1
"15580",1
"15581",1
"15582",1
"15583",1
"15584",1
"15585",0
"15586",1
"15587",0
"15588",1
"15589",1
"15590",1
"15591",1
"15592",1
"15593",1
"15594",0
"15595",1
"15596",0
"15597",1
"15598",0
"15599",1
"15600",1
"15601",1
"15602",1
"15603",1
"15604",1
"15605",1
"15606",1
"15607",1
"15608",0
"15609",0
"15610",0
"15611",1
"15612",1
"15613",0
"15614",0
"15615",0
"15616",1
"15617",1
"15618",1
"15619",0
"15620",1
"15621",0
"15622",1
"15623",1
"15624",1
"15625",1
"15626",1
"15627",1
"15628",1
"15629",1
"15630",1
"15631",1
"15632",0
"15633",1
"15634",0
"15635",1
"15636",1
"15637",1
"15638",1
"15639",1
"15640",1
"15641",1
"15642",1
"15643",0
"15644",1
"15645",1
"15646",1
"15647",1
"15648",1
"15649",1
"15650",0
"15651",1
"15652",0
"15653",0
"15654",0
"15655",1
"15656",0
"15657",1
"15658",1
"15659",1
"15660",1
"15661",1
"15662",1
"15663",0
"15664",1
"15665",1
"15666",0
"15667",1
"15668",1
"15669",1
"15670",1
"15671",0
"15672",0
"15673",0
"15674",1
"15675",1
"15676",1
"15677",1
"15678",1
"15679",0
"15680",1
"15681",1
"15682",1
"15683",0
"15684",0
"15685",1
"15686",0
"15687",1
"15688",1
"15689",1
"15690",1
"15691",1
"15692",1
"15693",1
"15694",1
"15695",1
"15696",1
"15697",1
"15698",1
"15699",0
"15700",1
"15701",1
"15702",1
"15703",1
"15704",0
"15705",1
"15706",0
"15707",0
"15708",0
"15709",1
"15710",1
"15711",1
"15712",1
"15713",1
"15714",1
"15715",1
"15716",0
"15717",1
"15718",0
"15719",1
"15720",0
"15721",1
"15722",1
"15723",1
"15724",0
"15725",1
"15726",1
"15727",0
"15728",1
"15729",1
"15730",1
"15731",0
"15732",1
"15733",1
"15734",1
"15735",1
"15736",1
"15737",1
"15738",0
"15739",1
"15740",0
"15741",1
"15742",1
"15743",1
"15744",1
"15745",0
"15746",0
"15747",1
"15748",0
"15749",1
"15750",1
"15751",1
"15752",1
"15753",1
"15754",1
"15755",0
"15756",1
"15757",1
"15758",1
"15759",0
"15760",1
"15761",1
"15762",1
"15763",1
"15764",1
"15765",1
"15766",1
"15767",1
"15768",1
"15769",1
"15770",1
"15771",1
"15772",1
"15773",1
"15774",0
"15775",1
"15776",1
"15777",1
"15778",0
"15779",1
"15780",1
"15781",1
"15782",1
"15783",1
"15784",1
"15785",0
"15786",0
"15787",1
"15788",1
"15789",0
"15790",1
"15791",1
"15792",1
"15793",1
"15794",0
"15795",1
"15796",1
"15797",0
"15798",1
"15799",0
"15800",1
"15801",1
"15802",0
"15803",0
"15804",1
"15805",1
"15806",1
"15807",1
"15808",1
"15809",1
"15810",1
"15811",0
"15812",1
"15813",1
"15814",1
"15815",0
"15816",1
"15817",0
"15818",1
"15819",1
"15820",1
"15821",1
"15822",1
"15823",1
"15824",1
"15825",1
"15826",0
"15827",0
"15828",1
"15829",0
"15830",1
"15831",1
"15832",1
"15833",0
"15834",0
"15835",0
"15836",1
"15837",1
"15838",1
"15839",1
"15840",1
"15841",0
"15842",0
"15843",1
"15844",1
"15845",0
"15846",1
"15847",1
"15848",1
"15849",1
"15850",1
"15851",0
"15852",1
"15853",1
"15854",0
"15855",1
"15856",1
"15857",1
"15858",0
"15859",1
"15860",1
"15861",1
"15862",1
"15863",1
"15864",1
"15865",1
"15866",0
"15867",1
"15868",0
"15869",1
"15870",0
"15871",0
"15872",1
"15873",1
"15874",1
"15875",1
"15876",1
"15877",1
"15878",0
"15879",1
"15880",1
"15881",1
"15882",1
"15883",1
"15884",1
"15885",1
"15886",1
"15887",1
"15888",1
"15889",0
"15890",1
"15891",1
"15892",1
"15893",1
"15894",1
"15895",1
"15896",1
"15897",1
"15898",1
"15899",1
"15900",0
"15901",1
"15902",0
"15903",1
"15904",1
"15905",1
"15906",0
"15907",1
"15908",1
"15909",1
"15910",1
"15911",1
"15912",1
"15913",0
"15914",1
"15915",1
"15916",1
"15917",1
"15918",1
"15919",0
"15920",1
"15921",1
"15922",1
"15923",1
"15924",1
"15925",0
"15926",1
"15927",1
"15928",0
"15929",1
"15930",1
"15931",1
"15932",0
"15933",1
"15934",1
"15935",1
"15936",1
"15937",1
"15938",0
"15939",1
"15940",1
"15941",1
"15942",1
"15943",1
"15944",1
"15945",1
"15946",1
"15947",1
"15948",1
"15949",0
"15950",1
"15951",1
"15952",1
"15953",0
"15954",0
"15955",1
"15956",1
"15957",1
"15958",1
"15959",1
"15960",0
"15961",0
"15962",1
"15963",1
"15964",1
"15965",1
"15966",1
"15967",1
"15968",0
"15969",0
"15970",1
"15971",0
"15972",1
"15973",1
"15974",0
"15975",1
"15976",0
"15977",0
"15978",1
"15979",1
"15980",0
"15981",0
"15982",1
"15983",1
"15984",1
"15985",1
"15986",1
"15987",1
"15988",1
"15989",1
"15990",1
"15991",1
"15992",0
"15993",1
"15994",1
"15995",1
"15996",1
"15997",1
"15998",1
"15999",1
"16000",1
"16001",1
"16002",0
"16003",0
"16004",1
"16005",1
"16006",1
"16007",1
"16008",0
"16009",1
"16010",1
"16011",1
"16012",1
"16013",1
"16014",0
"16015",1
"16016",1
"16017",1
"16018",0
"16019",1
"16020",1
"16021",1
"16022",1
"16023",1
"16024",0
"16025",0
"16026",1
"16027",0
"16028",0
"16029",0
"16030",0
"16031",1
"16032",1
"16033",1
"16034",0
"16035",1
"16036",0
"16037",1
"16038",1
"16039",1
"16040",1
"16041",0
"16042",1
"16043",0
"16044",1
"16045",1
"16046",0
"16047",0
"16048",0
"16049",1
"16050",0
"16051",1
"16052",1
"16053",0
"16054",0
"16055",1
"16056",1
"16057",0
"16058",1
"16059",1
"16060",0
"16061",1
"16062",1
"16063",0
"16064",0
"16065",0
"16066",0
"16067",0
"16068",1
"16069",1
"16070",1
"16071",0
"16072",1
"16073",1
"16074",0
"16075",0
"16076",0
"16077",0
"16078",1
"16079",0
"16080",0
"16081",0
"16082",0
"16083",0
"16084",1
"16085",1
"16086",0
"16087",1
"16088",0
"16089",1
"16090",1
"16091",1
"16092",0
"16093",0
"16094",1
"16095",1
"16096",1
"16097",0
"16098",0
"16099",1
"16100",1
"16101",1
"16102",1
"16103",0
"16104",1
"16105",0
"16106",1
"16107",0
"16108",0
"16109",1
"16110",1
"16111",1
"16112",0
"16113",1
"16114",1
"16115",1
"16116",1
"16117",0
"16118",1
"16119",0
"16120",1
"16121",1
"16122",1
"16123",1
"16124",0
"16125",0
"16126",0
"16127",0
"16128",1
"16129",1
"16130",1
"16131",1
"16132",0
"16133",1
"16134",0
"16135",0
"16136",1
"16137",1
"16138",1
"16139",1
"16140",0
"16141",1
"16142",0
"16143",0
"16144",1
"16145",1
"16146",0
"16147",1
"16148",1
"16149",0
"16150",1
"16151",1
"16152",1
"16153",1
"16154",0
"16155",1
"16156",0
"16157",0
"16158",1
"16159",0
"16160",1
"16161",1
"16162",1
"16163",0
"16164",1
"16165",0
"16166",1
"16167",1
"16168",1
"16169",0
"16170",0
"16171",1
"16172",1
"16173",1
"16174",1
"16175",1
"16176",1
"16177",0
"16178",1
"16179",1
"16180",0
"16181",1
"16182",1
"16183",0
"16184",0
"16185",0
"16186",0
"16187",1
"16188",1
"16189",1
"16190",1
"16191",0
"16192",0
"16193",0
"16194",0
"16195",0
"16196",0
"16197",0
"16198",1
"16199",1
"16200",1
"16201",1
"16202",1
"16203",0
"16204",0
"16205",0
"16206",1
"16207",1
"16208",0
"16209",1
"16210",0
"16211",1
"16212",0
"16213",1
"16214",1
"16215",0
"16216",0
"16217",1
"16218",1
"16219",1
"16220",0
"16221",1
"16222",0
"16223",0
"16224",1
"16225",1
"16226",0
"16227",0
"16228",0
"16229",0
"16230",0
"16231",1
"16232",1
"16233",0
"16234",1
"16235",1
"16236",0
"16237",1
"16238",0
"16239",1
"16240",0
"16241",1
"16242",0
"16243",1
"16244",0
"16245",0
"16246",1
"16247",1
"16248",1
"16249",0
"16250",1
"16251",0
"16252",0
"16253",0
"16254",0
"16255",0
"16256",1
"16257",1
"16258",0
"16259",0
"16260",0
"16261",1
"16262",0
"16263",1
"16264",0
"16265",0
"16266",1
"16267",1
"16268",0
"16269",0
"16270",0
"16271",1
"16272",1
"16273",1
"16274",1
"16275",0
"16276",0
"16277",0
"16278",1
"16279",0
"16280",0
"16281",1
"16282",1
"16283",1
"16284",0
"16285",1
"16286",1
"16287",0
"16288",1
"16289",0
"16290",0
"16291",0
"16292",1
"16293",1
"16294",0
"16295",1
"16296",1
"16297",1
"16298",1
"16299",1
"16300",0
"16301",1
"16302",1
"16303",0
"16304",1
"16305",1
"16306",1
"16307",1
"16308",1
"16309",0
"16310",1
"16311",1
"16312",1
"16313",0
"16314",0
"16315",1
"16316",1
"16317",1
"16318",0
"16319",0
"16320",0
"16321",1
"16322",1
"16323",0
"16324",0
"16325",1
"16326",1
"16327",0
"16328",1
"16329",1
"16330",0
"16331",0
"16332",0
"16333",0
"16334",0
"16335",0
"16336",1
"16337",0
"16338",0
"16339",0
"16340",0
"16341",1
"16342",1
"16343",1
"16344",1
"16345",1
"16346",1
"16347",1
"16348",0
"16349",1
"16350",1
"16351",0
"16352",1
"16353",1
"16354",0
"16355",0
"16356",0
"16357",0
"16358",0
"16359",1
"16360",0
"16361",0
"16362",0
"16363",1
"16364",1
"16365",1
"16366",0
"16367",0
"16368",0
"16369",1
"16370",0
"16371",1
"16372",0
"16373",1
"16374",0
"16375",0
"16376",0
"16377",1
"16378",0
"16379",0
"16380",0
"16381",1
"16382",1
"16383",1
"16384",0
"16385",0
"16386",1
"16387",1
"16388",1
"16389",0
"16390",1
"16391",0
"16392",1
"16393",1
"16394",1
"16395",0
"16396",0
"16397",0
"16398",0
"16399",1
"16400",0
"16401",0
"16402",1
"16403",1
"16404",0
"16405",1
"16406",1
"16407",0
"16408",1
"16409",0
"16410",0
"16411",1
"16412",0
"16413",1
"16414",1
"16415",1
"16416",0
"16417",1
"16418",1
"16419",0
"16420",0
"16421",1
"16422",1
"16423",1
"16424",1
"16425",0
"16426",1
"16427",0
"16428",0
"16429",1
"16430",0
"16431",0
"16432",0
"16433",0
"16434",1
"16435",0
"16436",1
"16437",1
"16438",0
"16439",1
"16440",1
"16441",0
"16442",0
"16443",1
"16444",0
"16445",0
"16446",1
"16447",1
"16448",0
"16449",0
"16450",1
"16451",0
"16452",1
"16453",0
"16454",1
"16455",0
"16456",1
"16457",1
"16458",0
"16459",1
"16460",1
"16461",0
"16462",0
"16463",1
"16464",0
"16465",1
"16466",0
"16467",1
"16468",0
"16469",1
"16470",1
"16471",1
"16472",1
"16473",0
"16474",0
"16475",1
"16476",0
"16477",1
"16478",0
"16479",1
"16480",0
"16481",1
"16482",1
"16483",0
"16484",1
"16485",1
"16486",1
"16487",1
"16488",1
"16489",1
"16490",1
"16491",0
"16492",0
"16493",1
"16494",0
"16495",0
"16496",0
"16497",1
"16498",1
"16499",1
"16500",1
"16501",1
"16502",1
"16503",1
"16504",0
"16505",1
"16506",1
"16507",1
"16508",0
"16509",0
"16510",0
"16511",1
"16512",1
"16513",0
"16514",0
"16515",1
"16516",1
"16517",0
"16518",0
"16519",1
"16520",0
"16521",1
"16522",1
"16523",1
"16524",1
"16525",1
"16526",1
"16527",1
"16528",1
"16529",1
"16530",1
"16531",1
"16532",0
"16533",0
"16534",1
"16535",1
"16536",1
"16537",1
"16538",1
"16539",1
"16540",0
"16541",1
"16542",0
"16543",0
"16544",1
"16545",1
"16546",1
"16547",0
"16548",0
"16549",1
"16550",1
"16551",1
"16552",1
"16553",1
"16554",1
"16555",0
"16556",1
"16557",1
"16558",1
"16559",1
"16560",0
"16561",0
"16562",1
"16563",1
"16564",1
"16565",0
"16566",0
"16567",1
"16568",0
"16569",0
"16570",1
"16571",0
"16572",0
"16573",1
"16574",1
"16575",0
"16576",0
"16577",1
"16578",1
"16579",0
"16580",0
"16581",1
"16582",1
"16583",1
"16584",1
"16585",1
"16586",1
"16587",0
"16588",1
"16589",0
"16590",0
"16591",1
"16592",1
"16593",0
"16594",1
"16595",1
"16596",1
"16597",0
"16598",0
"16599",1
"16600",0
"16601",0
"16602",0
"16603",1
"16604",1
"16605",0
"16606",0
"16607",1
"16608",1
"16609",1
"16610",1
"16611",1
"16612",1
"16613",1
"16614",1
"16615",0
"16616",1
"16617",1
"16618",0
"16619",1
"16620",0
"16621",0
"16622",1
"16623",1
"16624",1
"16625",1
"16626",0
"16627",1
"16628",1
"16629",1
"16630",0
"16631",1
"16632",0
"16633",1
"16634",1
"16635",1
"16636",1
"16637",1
"16638",1
"16639",1
"16640",1
"16641",1
"16642",1
"16643",1
"16644",1
"16645",0
"16646",1
"16647",0
"16648",0
"16649",1
"16650",0
"16651",1
"16652",1
"16653",1
"16654",0
"16655",1
"16656",0
"16657",1
"16658",1
"16659",1
"16660",1
"16661",1
"16662",1
"16663",1
"16664",1
"16665",0
"16666",1
"16667",1
"16668",1
"16669",1
"16670",0
"16671",1
"16672",0
"16673",1
"16674",1
"16675",0
"16676",0
"16677",0
"16678",1
"16679",1
"16680",1
"16681",0
"16682",1
"16683",1
"16684",0
"16685",1
"16686",1
"16687",1
"16688",1
"16689",1
"16690",1
"16691",1
"16692",1
"16693",1
"16694",1
"16695",1
"16696",1
"16697",1
"16698",1
"16699",1
"16700",1
"16701",0
"16702",1
"16703",1
"16704",1
"16705",1
"16706",1
"16707",0
"16708",1
"16709",1
"16710",1
"16711",1
"16712",1
"16713",1
"16714",1
"16715",1
"16716",1
"16717",1
"16718",1
"16719",1
"16720",0
"16721",1
"16722",0
"16723",1
"16724",1
"16725",0
"16726",0
"16727",1
"16728",1
"16729",1
"16730",0
"16731",1
"16732",0
"16733",1
"16734",1
"16735",1
"16736",0
"16737",1
"16738",1
"16739",0
"16740",1
"16741",1
"16742",1
"16743",0
"16744",1
"16745",1
"16746",1
"16747",1
"16748",0
"16749",1
"16750",1
"16751",1
"16752",0
"16753",1
"16754",1
"16755",1
"16756",1
"16757",1
"16758",1
"16759",1
"16760",1
"16761",1
"16762",0
"16763",1
"16764",1
"16765",1
"16766",1
"16767",1
"16768",0
"16769",1
"16770",1
"16771",1
"16772",0
"16773",0
"16774",1
"16775",0
"16776",1
"16777",1
"16778",1
"16779",1
"16780",1
"16781",0
"16782",1
"16783",1
"16784",1
"16785",0
"16786",0
"16787",1
"16788",1
"16789",1
"16790",1
"16791",1
"16792",0
"16793",1
"16794",1
"16795",1
"16796",0
"16797",1
"16798",0
"16799",0
"16800",0
"16801",1
"16802",0
"16803",1
"16804",1
"16805",1
"16806",1
"16807",1
"16808",1
"16809",1
"16810",1
"16811",1
"16812",1
"16813",1
"16814",1
"16815",1
"16816",1
"16817",1
"16818",1
"16819",1
"16820",0
"16821",0
"16822",1
"16823",1
"16824",1
"16825",1
"16826",1
"16827",1
"16828",0
"16829",1
"16830",1
"16831",1
"16832",1
"16833",1
"16834",1
"16835",0
"16836",1
"16837",1
"16838",1
"16839",1
"16840",1
"16841",1
"16842",1
"16843",1
"16844",1
"16845",1
"16846",0
"16847",1
"16848",1
"16849",1
"16850",1
"16851",1
"16852",1
"16853",1
"16854",1
"16855",0
"16856",0
"16857",1
"16858",1
"16859",1
"16860",1
"16861",1
"16862",1
"16863",1
"16864",1
"16865",0
"16866",0
"16867",1
"16868",1
"16869",1
"16870",1
"16871",0
"16872",0
"16873",1
"16874",1
"16875",1
"16876",1
"16877",0
"16878",1
"16879",1
"16880",1
"16881",1
"16882",1
"16883",0
"16884",1
"16885",1
"16886",1
"16887",1
"16888",1
"16889",0
"16890",1
"16891",1
"16892",1
"16893",1
"16894",1
"16895",1
"16896",1
"16897",1
"16898",1
"16899",1
"16900",1
"16901",1
"16902",1
"16903",1
"16904",1
"16905",1
"16906",1
"16907",1
"16908",1
"16909",1
"16910",1
"16911",1
"16912",0
"16913",1
"16914",1
"16915",1
"16916",0
"16917",0
"16918",1
"16919",1
"16920",1
"16921",1
"16922",1
"16923",1
"16924",1
"16925",0
"16926",1
"16927",1
"16928",0
"16929",1
"16930",1
"16931",1
"16932",1
"16933",1
"16934",0
"16935",1
"16936",1
"16937",1
"16938",1
"16939",1
"16940",1
"16941",1
"16942",0
"16943",1
"16944",0
"16945",1
"16946",1
"16947",1
"16948",1
"16949",1
"16950",1
"16951",0
"16952",1
"16953",1
"16954",0
"16955",1
"16956",1
"16957",1
"16958",1
"16959",0
"16960",1
"16961",1
"16962",1
"16963",1
"16964",1
"16965",1
"16966",1
"16967",0
"16968",1
"16969",1
"16970",1
"16971",1
"16972",0
"16973",1
"16974",1
"16975",1
"16976",1
"16977",0
"16978",0
"16979",1
"16980",1
"16981",1
"16982",0
"16983",1
"16984",1
"16985",1
"16986",1
"16987",1
"16988",1
"16989",1
"16990",0
"16991",1
"16992",1
"16993",1
"16994",1
"16995",1
"16996",1
"16997",1
"16998",1
"16999",1
"17000",1
"17001",1
"17002",0
"17003",1
"17004",1
"17005",1
"17006",1
"17007",0
"17008",1
"17009",0
"17010",1
"17011",1
"17012",0
"17013",0
"17014",1
"17015",1
"17016",1
"17017",1
"17018",1
"17019",0
"17020",1
"17021",1
"17022",1
"17023",0
"17024",0
"17025",0
"17026",0
"17027",1
"17028",1
"17029",1
"17030",0
"17031",1
"17032",0
"17033",0
"17034",1
"17035",1
"17036",0
"17037",0
"17038",0
"17039",0
"17040",1
"17041",0
"17042",1
"17043",1
"17044",0
"17045",0
"17046",1
"17047",0
"17048",1
"17049",0
"17050",1
"17051",1
"17052",0
"17053",0
"17054",0
"17055",0
"17056",1
"17057",0
"17058",1
"17059",1
"17060",1
"17061",1
"17062",1
"17063",1
"17064",1
"17065",0
"17066",1
"17067",0
"17068",0
"17069",0
"17070",1
"17071",0
"17072",1
"17073",1
"17074",0
"17075",0
"17076",1
"17077",0
"17078",1
"17079",0
"17080",1
"17081",0
"17082",0
"17083",0
"17084",0
"17085",0
"17086",0
"17087",1
"17088",0
"17089",0
"17090",0
"17091",1
"17092",0
"17093",1
"17094",0
"17095",1
"17096",1
"17097",1
"17098",1
"17099",0
"17100",1
"17101",1
"17102",1
"17103",0
"17104",0
"17105",0
"17106",0
"17107",0
"17108",1
"17109",0
"17110",0
"17111",1
"17112",0
"17113",1
"17114",1
"17115",1
"17116",1
"17117",1
"17118",1
"17119",0
"17120",0
"17121",1
"17122",1
"17123",1
"17124",1
"17125",0
